s_id,direction,lane,lat,long,month,state,country,dailytraffic
156,1,4,33.548273,86.828503,1,Alabama,USA,15454.411764705883
156,1,5,33.548273,86.828503,1,Alabama,USA,10543.470588235294
156,1,2,33.548273,86.828503,1,Alabama,USA,10468.64705882353
155,5,2,36.338293,107.790135,1,Alabama,USA,14377.413793103447
155,5,2,33.54383,86.826916,1,Alabama,USA,14377.413793103447
155,5,2,31.72572,84.17222,1,Alabama,USA,14377.413793103447
860255,3,3,26.27473,80.14619,1,Florida,USA,6596.0
155,1,1,31.72572,84.17222,1,Alabama,USA,2353.7586206896553
155,1,1,33.54383,86.826916,1,Alabama,USA,2353.7586206896553
155,1,1,35.786867,88.867829,1,Alabama,USA,2353.7586206896553
155,1,1,36.338293,107.790135,1,Alabama,USA,2353.7586206896553
155,1,2,31.72572,84.17222,1,Alabama,USA,11911.379310344828
155,1,2,33.54383,86.826916,1,Alabama,USA,11911.379310344828
155,1,2,35.786867,88.867829,1,Alabama,USA,11911.379310344828
155,1,2,36.338293,107.790135,1,Alabama,USA,11911.379310344828
155,1,3,33.54383,86.826916,1,Alabama,USA,14112.413793103447
155,1,4,33.54383,86.826916,1,Alabama,USA,15574.172413793103
155,1,5,33.54383,86.826916,1,Alabama,USA,11342.310344827587
155,5,1,31.72572,84.17222,1,Alabama,USA,13801.655172413793
155,5,1,33.54383,86.826916,1,Alabama,USA,13801.655172413793
155,5,1,36.338293,107.790135,1,Alabama,USA,13801.655172413793
156,5,1,31.8879,82.60414,1,Alabama,USA,3486.3529411764707
168,1,1,34.774272,83.075817,1,Alabama,USA,9110.451612903225
156,5,1,33.548273,86.828503,1,Alabama,USA,3486.3529411764707
156,5,2,31.8879,82.60414,1,Alabama,USA,10740.35294117647
158,5,1,33.39744,84.55165,1,Alabama,USA,5841.033333333334
158,5,1,33.558282,86.830315,1,Alabama,USA,5841.033333333334
158,5,1,41.655382,83.555778,1,Alabama,USA,5841.033333333334
860214,7,3,26.23112,80.16312,1,Florida,USA,7025.1612903225805
158,5,1,45.555609,113.941384,1,Alabama,USA,5841.033333333334
158,5,2,33.558282,86.830315,1,Alabama,USA,12453.5
158,1,6,33.558282,86.830315,1,Alabama,USA,9733.0
158,5,2,41.655382,83.555778,1,Alabama,USA,12453.5
158,5,3,41.655382,83.555778,1,Alabama,USA,12812.266666666666
158,5,4,33.558282,86.830315,1,Alabama,USA,13673.2
158,5,4,41.655382,83.555778,1,Alabama,USA,13673.2
158,5,5,33.558282,86.830315,1,Alabama,USA,9440.666666666666
860214,7,2,26.23112,80.16312,1,Florida,USA,8817.741935483871
158,5,6,33.558282,86.830315,1,Alabama,USA,465.1666666666667
158,5,3,33.558282,86.830315,1,Alabama,USA,12812.266666666666
158,1,5,33.558282,86.830315,1,Alabama,USA,13412.806451612903
158,1,4,41.655382,83.555778,1,Alabama,USA,12049.387096774193
158,1,4,33.558282,86.830315,1,Alabama,USA,12049.387096774193
156,5,2,33.548273,86.828503,1,Alabama,USA,10740.35294117647
860255,3,1,26.27473,80.14619,1,Florida,USA,7323.266666666666
156,5,2,44.163,105.44475,1,Alabama,USA,10740.35294117647
156,5,3,33.548273,86.828503,1,Alabama,USA,14101.058823529413
156,5,4,33.548273,86.828503,1,Alabama,USA,17060.29411764706
156,5,5,33.548273,86.828503,1,Alabama,USA,13792.529411764706
158,1,1,33.39744,84.55165,1,Alabama,USA,394.4193548387097
158,1,1,33.558282,86.830315,1,Alabama,USA,394.4193548387097
158,1,1,41.655382,83.555778,1,Alabama,USA,394.4193548387097
158,1,1,43.49215,110.82752,1,Alabama,USA,394.4193548387097
158,1,1,45.555609,113.941384,1,Alabama,USA,394.4193548387097
158,1,2,33.558282,86.830315,1,Alabama,USA,8567.129032258064
158,1,2,41.655382,83.555778,1,Alabama,USA,8567.129032258064
158,1,3,33.558282,86.830315,1,Alabama,USA,9508.09677419355
158,1,3,41.655382,83.555778,1,Alabama,USA,9508.09677419355
156,5,1,44.163,105.44475,1,Alabama,USA,3486.3529411764707
168,1,1,39.787799,75.057412,1,Alabama,USA,9110.451612903225
168,1,1,43.98228,116.913981,1,Alabama,USA,9110.451612903225
168,1,2,33.544928,86.752254,1,Alabama,USA,14237.387096774193
180,5,2,40.89246,73.88471,1,Alabama,USA,6139.548387096775
180,5,3,32.450915,86.211772,1,Alabama,USA,3707.2258064516127
180,5,3,34.774272,83.075817,1,Alabama,USA,3707.2258064516127
799906,3,2,28.8875,81.27905,1,Florida,USA,20743.706896551725
180,5,3,40.89246,73.88471,1,Alabama,USA,3707.2258064516127
183,1,1,32.61527,83.70117,1,Alaska,USA,970.2857142857143
180,5,2,34.774272,83.075817,1,Alabama,USA,6139.548387096775
183,1,1,60.52695,150.680556,1,Alaska,USA,970.2857142857143
183,5,1,60.52695,150.680556,1,Alaska,USA,952.6785714285714
189,3,1,33.94111,84.5269,1,Alaska,USA,3413.0
189,3,1,43.875208,116.976326,1,Alaska,USA,3413.0
189,3,1,59.64182,151.539923,1,Alaska,USA,3413.0
189,7,1,33.94111,84.5269,1,Alaska,USA,3247.8571428571427
189,7,1,43.875208,116.976326,1,Alaska,USA,3247.8571428571427
183,5,1,32.61527,83.70117,1,Alaska,USA,952.6785714285714
799906,3,3,28.8875,81.27905,1,Florida,USA,19986.696428571428
180,5,2,32.450915,86.211772,1,Alabama,USA,6139.548387096775
180,5,1,60.501576,149.422021,1,Alaska,USA,325.2
799906,7,2,28.8875,81.27905,1,Florida,USA,21411.660714285714
180,1,3,34.774272,83.075817,1,Alabama,USA,3545.0
180,1,3,40.89246,73.88471,1,Alabama,USA,3545.0
180,5,1,31.3431,83.59119,1,Alabama,USA,4677.290322580645
180,5,1,31.3431,83.59119,1,Alaska,USA,325.2
180,5,1,32.450915,86.211772,1,Alabama,USA,4677.290322580645
180,5,1,32.450915,86.211772,1,Alaska,USA,325.2
799906,7,1,28.8875,81.27905,1,Florida,USA,12707.55357142857
180,5,1,34.774272,83.075817,1,Alabama,USA,4677.290322580645
180,5,1,34.774272,83.075817,1,Alaska,USA,325.2
180,5,1,40.89246,73.88471,1,Alabama,USA,4677.290322580645
180,5,1,40.89246,73.88471,1,Alaska,USA,325.2
180,5,1,45.456682,98.329343,1,Alabama,USA,4677.290322580645
180,5,1,45.456682,98.329343,1,Alaska,USA,325.2
180,5,1,60.501576,149.422021,1,Alabama,USA,4677.290322580645
189,7,1,59.64182,151.539923,1,Alaska,USA,3247.8571428571427
180,1,3,32.450915,86.211772,1,Alabama,USA,3545.0
201,1,0,26.087975,97.585251,1,Colorado,USA,3419.0
201,5,0,26.087975,97.585251,1,Colorado,USA,3421.8709677419356
790133,1,2,29.04766,81.00669,1,Florida,USA,10460.1875
790133,1,1,29.04766,81.00669,1,Florida,USA,8164.25
211,3,0,31.948367,102.269319,1,Colorado,USA,1319.7
211,3,0,38.524279,106.8007,1,Colorado,USA,1319.7
211,7,0,31.948367,102.269319,1,Colorado,USA,1286.5333333333333
211,7,0,38.524279,106.8007,1,Colorado,USA,1286.5333333333333
209,7,0,40.519215,107.480278,1,Colorado,USA,2158.3225806451615
212,3,0,37.994768,103.487842,1,Colorado,USA,1588.3666666666666
213,1,0,40.245615,103.604186,1,Colorado,USA,846.258064516129
213,1,0,46.951181,91.788495,1,Colorado,USA,846.258064516129
780311,5,3,29.85497,81.32262,1,Florida,USA,7643.306451612903
213,5,0,40.245615,103.604186,1,Colorado,USA,878.9032258064516
213,5,0,46.951181,91.788495,1,Colorado,USA,878.9032258064516
780311,5,2,29.85497,81.32262,1,Florida,USA,7068.048387096775
212,7,0,37.994768,103.487842,1,Colorado,USA,1419.0666666666666
790133,5,1,29.04766,81.00669,1,Florida,USA,7547.0526315789475
209,3,0,40.519215,107.480278,1,Colorado,USA,2101.8064516129034
208,7,0,40.255883,109.026818,1,Colorado,USA,736.258064516129
799906,3,1,28.8875,81.27905,1,Florida,USA,15021.01724137931
201,5,0,39.662118,106.085181,1,Colorado,USA,3421.8709677419356
202,3,0,37.633028,104.765496,1,Colorado,USA,338.83870967741933
202,7,0,37.633028,104.765496,1,Colorado,USA,311.03225806451616
205,3,0,40.376882,105.480305,1,Colorado,USA,2221.6451612903224
205,7,0,40.376882,105.480305,1,Colorado,USA,2156.7096774193546
790170,3,2,28.9525,80.94205,1,Florida,USA,2922.8
206,3,0,40.080132,102.093201,1,Colorado,USA,530.258064516129
206,7,0,40.080132,102.093201,1,Colorado,USA,502.83870967741933
790170,3,1,28.9525,80.94205,1,Florida,USA,3523.7741935483873
208,3,0,32.729705,97.606773,1,Colorado,USA,742.0645161290323
208,3,0,40.255883,109.026818,1,Colorado,USA,742.0645161290323
208,3,0,41.7825,92.0075,1,Colorado,USA,742.0645161290323
790133,5,2,29.04766,81.00669,1,Florida,USA,10949.526315789473
208,7,0,32.729705,97.606773,1,Colorado,USA,736.258064516129
201,1,0,39.662118,106.085181,1,Colorado,USA,3419.0
154,5,4,33.53518,86.823564,1,Alabama,USA,12789.612903225807
180,1,2,40.89246,73.88471,1,Alabama,USA,7053.354838709677
180,1,2,32.450915,86.211772,1,Alabama,USA,7053.354838709677
168,5,3,34.774272,83.075817,1,Alabama,USA,7900.032258064516
168,5,4,33.544928,86.752254,1,Alabama,USA,14211.225806451614
168,5,5,33.544928,86.752254,1,Alabama,USA,8874.90322580645
172,1,1,32.358551,86.252527,1,Alabama,USA,7644.307692307692
172,1,1,34.774272,83.075817,1,Alabama,USA,7644.307692307692
172,1,2,32.358551,86.252527,1,Alabama,USA,15513.461538461539
799929,1,1,28.932,80.87713,1,Florida,USA,3806.596153846154
172,1,3,32.358551,86.252527,1,Alabama,USA,17735.923076923078
172,5,1,32.358551,86.252527,1,Alabama,USA,7888.115384615385
799925,7,2,29.10404,81.20973,1,Florida,USA,3405.1935483870966
172,5,1,34.774272,83.075817,1,Alabama,USA,7888.115384615385
172,5,2,32.358551,86.252527,1,Alabama,USA,16000.26923076923
172,5,3,32.358551,86.252527,1,Alabama,USA,17260.46153846154
172,5,4,32.358551,86.252527,1,Alabama,USA,13114.538461538461
172,1,4,32.358551,86.252527,1,Alabama,USA,13851.73076923077
168,5,3,33.544928,86.752254,1,Alabama,USA,7900.032258064516
168,5,2,43.98228,116.913981,1,Alabama,USA,14562.064516129032
168,5,2,34.774272,83.075817,1,Alabama,USA,14562.064516129032
799929,5,1,28.932,80.87713,1,Florida,USA,3943.096153846154
168,1,2,34.774272,83.075817,1,Alabama,USA,14237.387096774193
168,1,2,39.787799,75.057412,1,Alabama,USA,14237.387096774193
168,1,2,43.98228,116.913981,1,Alabama,USA,14237.387096774193
168,1,3,33.544928,86.752254,1,Alabama,USA,5041.903225806452
168,1,3,34.774272,83.075817,1,Alabama,USA,5041.903225806452
168,1,4,33.544928,86.752254,1,Alabama,USA,13070.645161290322
168,1,5,33.544928,86.752254,1,Alabama,USA,11260.677419354839
168,5,1,33.052018,82.66383,1,Alabama,USA,9547.225806451614
799929,1,2,28.932,80.87713,1,Florida,USA,3631.826923076923
168,5,1,33.544928,86.752254,1,Alabama,USA,9547.225806451614
168,5,1,34.774272,83.075817,1,Alabama,USA,9547.225806451614
168,5,1,39.787799,75.057412,1,Alabama,USA,9547.225806451614
168,5,1,43.98228,116.913981,1,Alabama,USA,9547.225806451614
168,5,2,33.544928,86.752254,1,Alabama,USA,14562.064516129032
177,1,1,32.367539,86.316454,1,Alabama,USA,10015.677419354839
180,1,2,34.774272,83.075817,1,Alabama,USA,7053.354838709677
177,1,1,35.301332,85.150546,1,Alabama,USA,10015.677419354839
177,1,2,32.367539,86.316454,1,Alabama,USA,15304.290322580646
180,1,1,31.3431,83.59119,1,Alaska,USA,321.8333333333333
180,1,1,32.450915,86.211772,1,Alabama,USA,4091.967741935484
180,1,1,32.450915,86.211772,1,Alaska,USA,321.8333333333333
799925,3,1,29.10404,81.20973,1,Florida,USA,4494.8387096774195
180,1,1,34.774272,83.075817,1,Alabama,USA,4091.967741935484
180,1,1,34.774272,83.075817,1,Alaska,USA,321.8333333333333
180,1,1,31.3431,83.59119,1,Alabama,USA,4091.967741935484
180,1,1,40.89246,73.88471,1,Alabama,USA,4091.967741935484
180,1,1,45.456682,98.329343,1,Alabama,USA,4091.967741935484
180,1,1,45.456682,98.329343,1,Alaska,USA,321.8333333333333
180,1,1,60.501576,149.422021,1,Alabama,USA,4091.967741935484
180,1,1,60.501576,149.422021,1,Alaska,USA,321.8333333333333
799906,7,3,28.8875,81.27905,1,Florida,USA,19093.946428571428
180,1,2,31.3431,83.59119,1,Alabama,USA,7053.354838709677
180,1,1,40.89246,73.88471,1,Alaska,USA,321.8333333333333
179,5,1,60.521655,151.206305,1,Alaska,USA,4721.233333333334
179,5,1,44.210317,95.75485,1,Alaska,USA,4721.233333333334
179,5,1,34.774272,83.075817,1,Alaska,USA,4721.233333333334
177,1,2,35.301332,85.150546,1,Alabama,USA,15304.290322580646
799925,7,1,29.10404,81.20973,1,Florida,USA,4631.129032258064
177,1,3,32.367539,86.316454,1,Alabama,USA,12589.645161290322
177,1,4,32.367539,86.316454,1,Alabama,USA,6426.322580645161
177,5,1,32.367539,86.316454,1,Alabama,USA,6294.548387096775
177,5,1,42.756044,114.70397,1,Alabama,USA,6294.548387096775
177,5,2,32.367539,86.316454,1,Alabama,USA,19275.032258064515
177,5,3,32.367539,86.316454,1,Alabama,USA,10046.677419354839
177,5,4,32.367539,86.316454,1,Alabama,USA,13279.612903225807
179,1,1,31.5797,84.85,1,Alaska,USA,4843.033333333334
179,1,1,34.774272,83.075817,1,Alaska,USA,4843.033333333334
799925,3,2,29.10404,81.20973,1,Florida,USA,3423.2258064516127
179,1,1,44.210317,95.75485,1,Alaska,USA,4843.033333333334
179,1,1,60.521655,151.206305,1,Alaska,USA,4843.033333333334
179,5,1,31.5797,84.85,1,Alaska,USA,4721.233333333334
177,1,1,42.756044,114.70397,1,Alabama,USA,10015.677419354839
154,5,3,33.53518,86.823564,1,Alabama,USA,15615.387096774193
154,5,2,33.53518,86.823564,1,Alabama,USA,13202.09677419355
154,5,1,33.53518,86.823564,1,Alabama,USA,12105.193548387097
136,1,1,40.253652,80.65189,1,Alabama,USA,17637.58064516129
136,1,1,48.914123,111.919684,1,Alabama,USA,17637.58064516129
136,1,2,33.34915,86.780337,1,Alabama,USA,18301.90322580645
136,1,2,40.253652,80.65189,1,Alabama,USA,18301.90322580645
136,1,2,48.914123,111.919684,1,Alabama,USA,18301.90322580645
136,1,3,33.34915,86.780337,1,Alabama,USA,13344.161290322581
136,1,1,34.33119,84.1225,1,Alabama,USA,17637.58064516129
136,5,1,33.34915,86.780337,1,Alabama,USA,7647.129032258064
860331,1,4,25.98887,80.16551,1,Florida,USA,26339.90322580645
136,5,1,40.253652,80.65189,1,Alabama,USA,7647.129032258064
136,5,1,48.914123,111.919684,1,Alabama,USA,7647.129032258064
136,5,2,33.34915,86.780337,1,Alabama,USA,11521.322580645161
136,5,2,40.253652,80.65189,1,Alabama,USA,11521.322580645161
136,5,2,48.914123,111.919684,1,Alabama,USA,11521.322580645161
136,5,1,34.33119,84.1225,1,Alabama,USA,7647.129032258064
860331,1,5,25.98887,80.16551,1,Florida,USA,22121.1935483871
136,1,1,33.34915,86.780337,1,Alabama,USA,17637.58064516129
134,5,5,33.389382,86.795555,1,Alabama,USA,9661.516129032258
134,1,1,48.943133,110.215097,1,Alabama,USA,11578.41935483871
134,1,2,33.389382,86.795555,1,Alabama,USA,16813.58064516129
134,1,2,34.46553,83.96928,1,Alabama,USA,16813.58064516129
134,1,3,33.389382,86.795555,1,Alabama,USA,10534.677419354839
134,1,4,33.389382,86.795555,1,Alabama,USA,12872.870967741936
860331,1,7,25.98887,80.16551,1,Florida,USA,11733.774193548386
134,1,5,33.389382,86.795555,1,Alabama,USA,7973.225806451613
134,5,1,33.389382,86.795555,1,Alabama,USA,7884.645161290323
134,5,1,34.46553,83.96928,1,Alabama,USA,7884.645161290323
134,5,1,48.943133,110.215097,1,Alabama,USA,7884.645161290323
134,5,2,33.389382,86.795555,1,Alabama,USA,13540.516129032258
860331,1,6,25.98887,80.16551,1,Florida,USA,6961.225806451613
134,5,2,34.46553,83.96928,1,Alabama,USA,13540.516129032258
134,5,3,33.389382,86.795555,1,Alabama,USA,13791.322580645161
134,5,4,33.389382,86.795555,1,Alabama,USA,14287.870967741936
136,5,3,33.34915,86.780337,1,Alabama,USA,16543.322580645163
134,1,1,34.46553,83.96928,1,Alabama,USA,11578.41935483871
136,5,4,33.34915,86.780337,1,Alabama,USA,14451.516129032258
138,1,1,34.10807,84.23627,1,Alabama,USA,10665.739130434782
138,5,3,34.10807,84.23627,1,Alabama,USA,17445.82608695652
860331,1,1,25.98887,80.16551,1,Florida,USA,19370.8064516129
138,5,4,33.362628,86.776577,1,Alabama,USA,13698.260869565218
138,5,4,34.10807,84.23627,1,Alabama,USA,13698.260869565218
139,1,1,33.6222,86.817083,1,Alabama,USA,12084.58064516129
139,1,1,34.38446,83.9042,1,Alabama,USA,12084.58064516129
138,5,3,33.362628,86.776577,1,Alabama,USA,17445.82608695652
139,1,1,39.311091,84.296029,1,Alabama,USA,12084.58064516129
139,1,2,33.6222,86.817083,1,Alabama,USA,13982.064516129032
139,1,2,39.311091,84.296029,1,Alabama,USA,13982.064516129032
139,1,3,33.6222,86.817083,1,Alabama,USA,8357.064516129032
139,1,3,39.311091,84.296029,1,Alabama,USA,8357.064516129032
139,5,1,33.6222,86.817083,1,Alabama,USA,10916.225806451614
139,5,1,34.38446,83.9042,1,Alabama,USA,10916.225806451614
139,1,1,46.255393,116.604814,1,Alabama,USA,12084.58064516129
138,5,2,34.10807,84.23627,1,Alabama,USA,15777.173913043478
138,5,2,33.362628,86.776577,1,Alabama,USA,15777.173913043478
138,5,1,48.938797,104.574623,1,Alabama,USA,11878.08695652174
860331,1,3,25.98887,80.16551,1,Florida,USA,25549.25806451613
138,1,1,36.178926,84.091897,1,Alabama,USA,10665.739130434782
138,1,1,43.494817,116.86103,1,Alabama,USA,10665.739130434782
138,1,1,48.938797,104.574623,1,Alabama,USA,10665.739130434782
138,1,2,33.362628,86.776577,1,Alabama,USA,15886.739130434782
138,1,2,34.10807,84.23627,1,Alabama,USA,15886.739130434782
138,1,2,36.178926,84.091897,1,Alabama,USA,15886.739130434782
138,1,3,33.362628,86.776577,1,Alabama,USA,17464.565217391304
138,1,3,34.10807,84.23627,1,Alabama,USA,17464.565217391304
138,1,4,33.362628,86.776577,1,Alabama,USA,12800.95652173913
860331,1,2,25.98887,80.16551,1,Florida,USA,27081.25806451613
138,1,4,34.10807,84.23627,1,Alabama,USA,12800.95652173913
138,5,1,33.362628,86.776577,1,Alabama,USA,11878.08695652174
138,5,1,34.10807,84.23627,1,Alabama,USA,11878.08695652174
138,5,1,43.494817,116.86103,1,Alabama,USA,11878.08695652174
138,1,1,33.362628,86.776577,1,Alabama,USA,10665.739130434782
139,5,1,39.311091,84.296029,1,Alabama,USA,10916.225806451614
134,1,1,33.389382,86.795555,1,Alabama,USA,11578.41935483871
132,7,2,33.544938,86.671899,1,Alabama,USA,10855.548387096775
860331,5,6,25.98887,80.16551,1,Florida,USA,6784.966666666666
130,5,1,33.596739,79.022536,1,Alabama,USA,10909.833333333334
130,5,1,33.9086,84.22856,1,Alabama,USA,10909.833333333334
130,5,1,39.722742,75.466323,1,Alabama,USA,10909.833333333334
130,5,1,42.253333,72.867153,1,Alabama,USA,10909.833333333334
130,5,2,33.517366,86.865385,1,Alabama,USA,14782.3
130,5,1,33.517366,86.865385,1,Alabama,USA,10909.833333333334
130,5,2,33.596739,79.022536,1,Alabama,USA,14782.3
130,5,3,33.517366,86.865385,1,Alabama,USA,14199.866666666667
130,5,3,33.9086,84.22856,1,Alabama,USA,14199.866666666667
860331,5,5,25.98887,80.16551,1,Florida,USA,24795.233333333334
130,5,4,33.517366,86.865385,1,Alabama,USA,9543.2
130,5,4,33.9086,84.22856,1,Alabama,USA,9543.2
131,3,1,33.596739,79.022536,1,Alaska,USA,3519.0555555555557
130,5,2,33.9086,84.22856,1,Alabama,USA,14782.3
130,1,4,33.9086,84.22856,1,Alabama,USA,9940.333333333334
130,1,4,33.517366,86.865385,1,Alabama,USA,9940.333333333334
130,1,3,33.9086,84.22856,1,Alabama,USA,13711.6
129,5,2,33.594952,86.649807,1,Alabama,USA,11532.451612903225
129,5,2,33.596739,79.022536,1,Alabama,USA,11532.451612903225
129,5,2,45.993352,112.557139,1,Alabama,USA,11532.451612903225
129,5,3,30.63106,83.17814,1,Alabama,USA,9126.161290322581
129,5,3,33.594952,86.649807,1,Alabama,USA,9126.161290322581
130,1,1,33.517366,86.865385,1,Alabama,USA,12287.466666666667
130,1,1,33.596739,79.022536,1,Alabama,USA,12287.466666666667
130,1,1,33.9086,84.22856,1,Alabama,USA,12287.466666666667
130,1,1,39.722742,75.466323,1,Alabama,USA,12287.466666666667
860331,5,7,25.98887,80.16551,1,Florida,USA,13633.166666666666
130,1,1,42.253333,72.867153,1,Alabama,USA,12287.466666666667
130,1,2,33.517366,86.865385,1,Alabama,USA,13486.166666666666
130,1,2,33.596739,79.022536,1,Alabama,USA,13486.166666666666
130,1,2,33.9086,84.22856,1,Alabama,USA,13486.166666666666
130,1,3,33.517366,86.865385,1,Alabama,USA,13711.6
131,3,1,40.686537,84.144137,1,Alaska,USA,3519.0555555555557
132,7,3,33.544938,86.671899,1,Alabama,USA,4872.064516129032
131,3,1,43.50592,112.051292,1,Alaska,USA,3519.0555555555557
131,3,1,61.195438,149.852289,1,Alaska,USA,3519.0555555555557
132,3,1,46.992726,113.392217,1,Alabama,USA,9577.322580645161
132,3,1,46.992726,113.392217,1,Alaska,USA,2893.163636363636
132,3,1,61.310638,149.546087,1,Alabama,USA,9577.322580645161
132,3,1,61.310638,149.546087,1,Alaska,USA,2893.163636363636
860331,5,2,25.98887,80.16551,1,Florida,USA,17741.0
132,3,2,33.544938,86.671899,1,Alabama,USA,10290.483870967742
132,3,1,33.544938,86.671899,1,Alaska,USA,2893.163636363636
132,3,3,33.544938,86.671899,1,Alabama,USA,4213.5161290322585
